CodeValue,ValueLabel,file,year
D,Do not know,S2015_IS,2015
G,Data generated from other data values,S2015_IS,2015
H,Value not derived - data not usable,S2015_IS,2015
J,Logical imputation,S2015_IS,2015
K,Ratio adjustment,S2015_IS,2015
L,Imputed using the Group Median procedure,S2015_IS,2015
N,Imputed using Nearest Neighbor procedure,S2015_IS,2015
P,Imputed using Carry Forward procedure,S2015_IS,2015
R,Reported,S2015_IS,2015
Z,Implied zero;,S2015_IS,2015
A,Not applicable,S2015_NH,2015
B,Institution left item blank,S2015_NH,2015
C,Analyst corrected reported value,S2015_NH,2015
D,Do not know,S2015_NH,2015
G,Data generated from other data values,S2015_NH,2015
H,Value not derived - data not usable,S2015_NH,2015
J,Logical imputation,S2015_NH,2015
K,Ratio adjustment,S2015_NH,2015
L,Imputed using the Group Median procedure,S2015_NH,2015
N,Imputed using Nearest Neighbor procedure,S2015_NH,2015
P,Imputed using Carry Forward procedure,S2015_NH,2015
R,Reported,S2015_NH,2015
Z,Implied zero;,S2015_NH,2015
A,Not applicable,S2015_OC,2015
B,Institution left item blank,S2015_OC,2015
C,Analyst corrected reported value,S2015_OC,2015
D,Do not know,S2015_OC,2015
G,Data generated from other data values,S2015_OC,2015
H,Value not derived - data not usable,S2015_OC,2015
J,Logical imputation,S2015_OC,2015
K,Ratio adjustment,S2015_OC,2015
L,Imputed using the Group Median procedure,S2015_OC,2015
N,Imputed using Nearest Neighbor procedure,S2015_OC,2015
P,Imputed using Carry Forward procedure,S2015_OC,2015
R,Reported,S2015_OC,2015
Z,Implied zero;,S2015_OC,2015
A,Not applicable,S2015_SIS,2015
B,Institution left item blank,S2015_SIS,2015
C,Analyst corrected reported value,S2015_SIS,2015
D,Do not know,S2015_SIS,2015
G,Data generated from other data values,S2015_SIS,2015
H,Value not derived - data not usable,S2015_SIS,2015
J,Logical imputation,S2015_SIS,2015
K,Ratio adjustment,S2015_SIS,2015
L,Imputed using the Group Median procedure,S2015_SIS,2015
N,Imputed using Nearest Neighbor procedure,S2015_SIS,2015
P,Imputed using Carry Forward procedure,S2015_SIS,2015
R,Reported,S2015_SIS,2015
Z,Implied zero;,S2015_SIS,2015
A,Not applicable,SAL2015_IS,2015
B,Institution left item blank,SAL2015_IS,2015
C,Analyst corrected reported value,SAL2015_IS,2015
D,Do not know,SAL2015_IS,2015
G,Data generated from other data values,SAL2015_IS,2015
H,Value not derived - data not usable,SAL2015_IS,2015
J,Logical imputation,SAL2015_IS,2015
K,Ratio adjustment,SAL2015_IS,2015
L,Imputed using the Group Median procedure,SAL2015_IS,2015
N,Imputed using Nearest Neighbor procedure,SAL2015_IS,2015
P,Imputed using Carry Forward procedure,SAL2015_IS,2015
R,Reported,SAL2015_IS,2015
Z,Implied zero;,SAL2015_IS,2015
A,Not applicable,SAL2015_NIS,2015
B,Institution left item blank,SAL2015_NIS,2015
C,Analyst corrected reported value,SAL2015_NIS,2015
D,Do not know,SAL2015_NIS,2015
G,Data generated from other data values,SAL2015_NIS,2015
H,Value not derived - data not usable,SAL2015_NIS,2015
J,Logical imputation,SAL2015_NIS,2015
K,Ratio adjustment,SAL2015_NIS,2015
L,Imputed using the Group Median procedure,SAL2015_NIS,2015
N,Imputed using Nearest Neighbor procedure,SAL2015_NIS,2015
P,Imputed using Carry Forward procedure,SAL2015_NIS,2015
R,Reported,SAL2015_NIS,2015
Z,Implied zero;,SAL2015_NIS,2015
A,Not applicable,SFA1415,2015
B,Institution left item blank,SFA1415,2015
C,Analyst corrected reported value,SFA1415,2015
D,Do not know,SFA1415,2015
G,Data generated from other data values,SFA1415,2015
H,Value not derived - data not usable,SFA1415,2015
J,Logical imputation,SFA1415,2015
K,Ratio adjustment,SFA1415,2015
L,Imputed using the Group Median procedure,SFA1415,2015
N,Imputed using Nearest Neighbor procedure,SFA1415,2015
P,Imputed using Carry Forward procedure,SFA1415,2015
R,Reported,SFA1415,2015
Z,Implied zero;,SFA1415,2015
A,Not applicable,SFA1415,2015
B,Institution left item blank,SFA1415,2015
C,Analyst corrected reported value,SFA1415,2015
D,Do not know,SFA1415,2015
G,Data generated from other data values,SFA1415,2015
H,Value not derived - data not usable,SFA1415,2015
J,Logical imputation,SFA1415,2015
K,Ratio adjustment,SFA1415,2015
L,Imputed using the Group Median procedure,SFA1415,2015
N,Imputed using Nearest Neighbor procedure,SFA1415,2015
P,Imputed using Carry Forward procedure,SFA1415,2015
R,Reported,SFA1415,2015
Z,Implied zero;,SFA1415,2015
A,Not applicable,SFAV1415,2015
B,Institution left item blank,SFAV1415,2015
C,Analyst corrected reported value,SFAV1415,2015
D,Do not know,SFAV1415,2015
G,Data generated from other data values,SFAV1415,2015
H,Value not derived - data not usable,SFAV1415,2015
J,Logical imputation,SFAV1415,2015
K,Ratio adjustment,SFAV1415,2015
L,Imputed using the Group Median procedure,SFAV1415,2015
N,Imputed using Nearest Neighbor procedure,SFAV1415,2015
P,Imputed using Carry Forward procedure,SFAV1415,2015
R,Reported,SFAV1415,2015
Z,Implied zero;,SFAV1415,2015
A,Not applicable,SFAV1415,2015
B,Institution left item blank,SFAV1415,2015
C,Analyst corrected reported value,SFAV1415,2015
D,Do not know,SFAV1415,2015
G,Data generated from other data values,SFAV1415,2015
H,Value not derived - data not usable,SFAV1415,2015
J,Logical imputation,SFAV1415,2015
K,Ratio adjustment,SFAV1415,2015
L,Imputed using the Group Median procedure,SFAV1415,2015
N,Imputed using Nearest Neighbor procedure,SFAV1415,2015
P,Imputed using Carry Forward procedure,SFAV1415,2015
R,Reported,SFAV1415,2015
Z,Implied zero;,SFAV1415,2015
A,Not applicable,ADM2016,2016
B,Institution left item blank,ADM2016,2016
C,Analyst corrected reported value,ADM2016,2016
D,Do not know,ADM2016,2016
G,Data generated from other data values,ADM2016,2016
H,Value not derived - data not usable,ADM2016,2016
J,Logical imputation,ADM2016,2016
K,Ratio adjustment,ADM2016,2016
L,Imputed using the Group Median procedure,ADM2016,2016
N,Imputed using Nearest Neighbor procedure,ADM2016,2016
P,Imputed using Carry Forward procedure,ADM2016,2016
R,Reported,ADM2016,2016
Z,Implied zero;,ADM2016,2016
A,Not applicable,AL2016,2016
B,Institution left item blank,AL2016,2016
C,Analyst corrected reported value,AL2016,2016
D,Do not know,AL2016,2016
G,Data generated from other data values,AL2016,2016
H,Value not derived - data not usable,AL2016,2016
J,Logical imputation,AL2016,2016
K,Ratio adjustment,AL2016,2016
L,Imputed using the Group Median procedure,AL2016,2016
N,Imputed using Nearest Neighbor procedure,AL2016,2016
P,Imputed using Carry Forward procedure,AL2016,2016
R,Reported,AL2016,2016
Z,Implied zero;,AL2016,2016
A,Not applicable,C2016_A,2016
B,Institution left item blank,C2016_A,2016
C,Analyst corrected reported value,C2016_A,2016
D,Do not know,C2016_A,2016
G,Data generated from other data values,C2016_A,2016
H,Value not derived - data not usable,C2016_A,2016
J,Logical imputation,C2016_A,2016
K,Ratio adjustment,C2016_A,2016
L,Imputed using the Group Median procedure,C2016_A,2016
N,Imputed using Nearest Neighbor procedure,C2016_A,2016
P,Imputed using Carry Forward procedure,C2016_A,2016
R,Reported,C2016_A,2016
Z,Implied zero;,C2016_A,2016
A,Not applicable,C2016_C,2016
B,Institution left item blank,C2016_C,2016
C,Analyst corrected reported value,C2016_C,2016
D,Do not know,C2016_C,2016
G,Data generated from other data values,C2016_C,2016
H,Value not derived - data not usable,C2016_C,2016
J,Logical imputation,C2016_C,2016
K,Ratio adjustment,C2016_C,2016
L,Imputed using the Group Median procedure,C2016_C,2016
N,Imputed using Nearest Neighbor procedure,C2016_C,2016
P,Imputed using Carry Forward procedure,C2016_C,2016
R,Reported,C2016_C,2016
Z,Implied zero;,C2016_C,2016
A,Not applicable,EAP2016,2016
B,Institution left item blank,EAP2016,2016
C,Analyst corrected reported value,EAP2016,2016
D,Do not know,EAP2016,2016
G,Data generated from other data values,EAP2016,2016
H,Value not derived - data not usable,EAP2016,2016
J,Logical imputation,EAP2016,2016
K,Ratio adjustment,EAP2016,2016
L,Imputed using the Group Median procedure,EAP2016,2016
N,Imputed using Nearest Neighbor procedure,EAP2016,2016
P,Imputed using Carry Forward procedure,EAP2016,2016
R,Reported,EAP2016,2016
Z,Implied zero;,EAP2016,2016
A,Not applicable,EF2016A,2016
B,Institution left item blank,EF2016A,2016
C,Analyst corrected reported value,EF2016A,2016
D,Do not know,EF2016A,2016
G,Data generated from other data values,EF2016A,2016
H,Value not derived - data not usable,EF2016A,2016
J,Logical imputation,EF2016A,2016
K,Ratio adjustment,EF2016A,2016
L,Imputed using the Group Median procedure,EF2016A,2016
N,Imputed using Nearest Neighbor procedure,EF2016A,2016
P,Imputed using Carry Forward procedure,EF2016A,2016
R,Reported,EF2016A,2016
Z,Implied zero;,EF2016A,2016
A,Not applicable,EF2016B,2016
B,Institution left item blank,EF2016B,2016
C,Analyst corrected reported value,EF2016B,2016
D,Do not know,EF2016B,2016
G,Data generated from other data values,EF2016B,2016
H,Value not derived - data not usable,EF2016B,2016
J,Logical imputation,EF2016B,2016
K,Ratio adjustment,EF2016B,2016
L,Imputed using the Group Median procedure,EF2016B,2016
N,Imputed using Nearest Neighbor procedure,EF2016B,2016
P,Imputed using Carry Forward procedure,EF2016B,2016
R,Reported,EF2016B,2016
Z,Implied zero;,EF2016B,2016
A,Not applicable,EF2016C,2016
B,Institution left item blank,EF2016C,2016
C,Analyst corrected reported value,EF2016C,2016
D,Do not know,EF2016C,2016
G,Data generated from other data values,EF2016C,2016
H,Value not derived - data not usable,EF2016C,2016
J,Logical imputation,EF2016C,2016
K,Ratio adjustment,EF2016C,2016
L,Imputed using the Group Median procedure,EF2016C,2016
N,Imputed using Nearest Neighbor procedure,EF2016C,2016
P,Imputed using Carry Forward procedure,EF2016C,2016
R,Reported,EF2016C,2016
Z,Implied zero;,EF2016C,2016
A,Not applicable,EF2016D,2016
B,Institution left item blank,EF2016D,2016
C,Analyst corrected reported value,EF2016D,2016
D,Do not know,EF2016D,2016
G,Data generated from other data values,EF2016D,2016
H,Value not derived - data not usable,EF2016D,2016
J,Logical imputation,EF2016D,2016
K,Ratio adjustment,EF2016D,2016
L,Imputed using the Group Median procedure,EF2016D,2016
N,Imputed using Nearest Neighbor procedure,EF2016D,2016
P,Imputed using Carry Forward procedure,EF2016D,2016
R,Reported,EF2016D,2016
Z,Implied zero;,EF2016D,2016
A,Not applicable,EFFY2016,2016
B,Institution left item blank,EFFY2016,2016
C,Analyst corrected reported value,EFFY2016,2016
D,Do not know,EFFY2016,2016
G,Data generated from other data values,EFFY2016,2016
H,Value not derived - data not usable,EFFY2016,2016
J,Logical imputation,EFFY2016,2016
K,Ratio adjustment,EFFY2016,2016
L,Imputed using the Group Median procedure,EFFY2016,2016
N,Imputed using Nearest Neighbor procedure,EFFY2016,2016
P,Imputed using Carry Forward procedure,EFFY2016,2016
R,Reported,EFFY2016,2016
Z,Implied zero;,EFFY2016,2016
A,Not applicable,EFIA2016,2016
B,Institution left item blank,EFIA2016,2016
C,Analyst corrected reported value,EFIA2016,2016
D,Do not know,EFIA2016,2016
G,Data generated from other data values,EFIA2016,2016
H,Value not derived - data not usable,EFIA2016,2016
J,Logical imputation,EFIA2016,2016
K,Ratio adjustment,EFIA2016,2016
L,Imputed using the Group Median procedure,EFIA2016,2016
N,Imputed using Nearest Neighbor procedure,EFIA2016,2016
P,Imputed using Carry Forward procedure,EFIA2016,2016
R,Reported,EFIA2016,2016
Z,Implied zero;,EFIA2016,2016
A,Not applicable,F1516_F1A,2016
B,Institution left item blank,F1516_F1A,2016
C,Analyst corrected reported value,F1516_F1A,2016
D,Do not know,F1516_F1A,2016
G,Data generated from other data values,F1516_F1A,2016
H,Value not derived - data not usable,F1516_F1A,2016
J,Logical imputation,F1516_F1A,2016
K,Ratio adjustment,F1516_F1A,2016
L,Imputed using the Group Median procedure,F1516_F1A,2016
N,Imputed using Nearest Neighbor procedure,F1516_F1A,2016
P,Imputed using Carry Forward procedure,F1516_F1A,2016
R,Reported,F1516_F1A,2016
Z,Implied zero;,F1516_F1A,2016
A,Not applicable,F1516_F2,2016
B,Institution left item blank,F1516_F2,2016
C,Analyst corrected reported value,F1516_F2,2016
D,Do not know,F1516_F2,2016
G,Data generated from other data values,F1516_F2,2016
H,Value not derived - data not usable,F1516_F2,2016
J,Logical imputation,F1516_F2,2016
K,Ratio adjustment,F1516_F2,2016
L,Imputed using the Group Median procedure,F1516_F2,2016
N,Imputed using Nearest Neighbor procedure,F1516_F2,2016
P,Imputed using Carry Forward procedure,F1516_F2,2016
R,Reported,F1516_F2,2016
Z,Implied zero;,F1516_F2,2016
A,Not applicable,F1516_F3,2016
B,Institution left item blank,F1516_F3,2016
C,Analyst corrected reported value,F1516_F3,2016
D,Do not know,F1516_F3,2016
G,Data generated from other data values,F1516_F3,2016
H,Value not derived - data not usable,F1516_F3,2016
J,Logical imputation,F1516_F3,2016
K,Ratio adjustment,F1516_F3,2016
L,Imputed using the Group Median procedure,F1516_F3,2016
N,Imputed using Nearest Neighbor procedure,F1516_F3,2016
P,Imputed using Carry Forward procedure,F1516_F3,2016
R,Reported,F1516_F3,2016
Z,Implied zero;,F1516_F3,2016
A,Not applicable,F1516_F1A,2016
B,Institution left item blank,F1516_F1A,2016
C,Analyst corrected reported value,F1516_F1A,2016
D,Do not know,F1516_F1A,2016
G,Data generated from other data values,F1516_F1A,2016
H,Value not derived - data not usable,F1516_F1A,2016
J,Logical imputation,F1516_F1A,2016
K,Ratio adjustment,F1516_F1A,2016
L,Imputed using the Group Median procedure,F1516_F1A,2016
N,Imputed using Nearest Neighbor procedure,F1516_F1A,2016
P,Imputed using Carry Forward procedure,F1516_F1A,2016
R,Reported,F1516_F1A,2016
Z,Implied zero;,F1516_F1A,2016
A,Not applicable,F1516_F2,2016
B,Institution left item blank,F1516_F2,2016
C,Analyst corrected reported value,F1516_F2,2016
D,Do not know,F1516_F2,2016
G,Data generated from other data values,F1516_F2,2016
H,Value not derived - data not usable,F1516_F2,2016
J,Logical imputation,F1516_F2,2016
K,Ratio adjustment,F1516_F2,2016
L,Imputed using the Group Median procedure,F1516_F2,2016
N,Imputed using Nearest Neighbor procedure,F1516_F2,2016
P,Imputed using Carry Forward procedure,F1516_F2,2016
R,Reported,F1516_F2,2016
Z,Implied zero;,F1516_F2,2016
A,Not applicable,F1516_F3,2016
B,Institution left item blank,F1516_F3,2016
C,Analyst corrected reported value,F1516_F3,2016
D,Do not know,F1516_F3,2016
G,Data generated from other data values,F1516_F3,2016
H,Value not derived - data not usable,F1516_F3,2016
J,Logical imputation,F1516_F3,2016
K,Ratio adjustment,F1516_F3,2016
L,Imputed using the Group Median procedure,F1516_F3,2016
N,Imputed using Nearest Neighbor procedure,F1516_F3,2016
P,Imputed using Carry Forward procedure,F1516_F3,2016
R,Reported,F1516_F3,2016
Z,Implied zero;,F1516_F3,2016
A,Not applicable,GR200_16,2016
B,Institution left item blank,GR200_16,2016
C,Analyst corrected reported value,GR200_16,2016
D,Do not know,GR200_16,2016
G,Data generated from other data values,GR200_16,2016
H,Value not derived - data not usable,GR200_16,2016
J,Logical imputation,GR200_16,2016
K,Ratio adjustment,GR200_16,2016
L,Imputed using the Group Median procedure,GR200_16,2016
N,Imputed using Nearest Neighbor procedure,GR200_16,2016
P,Imputed using Carry Forward procedure,GR200_16,2016
R,Reported,GR200_16,2016
Z,Implied zero;,GR200_16,2016
A,Not applicable,GR2016,2016
B,Institution left item blank,GR2016,2016
C,Analyst corrected reported value,GR2016,2016
D,Do not know,GR2016,2016
G,Data generated from other data values,GR2016,2016
H,Value not derived - data not usable,GR2016,2016
J,Logical imputation,GR2016,2016
K,Ratio adjustment,GR2016,2016
L,Imputed using the Group Median procedure,GR2016,2016
N,Imputed using Nearest Neighbor procedure,GR2016,2016
P,Imputed using Carry Forward procedure,GR2016,2016
R,Reported,GR2016,2016
Z,Implied zero;,GR2016,2016
A,Not applicable,GR2016_L2,2016
B,Institution left item blank,GR2016_L2,2016
C,Analyst corrected reported value,GR2016_L2,2016
D,Do not know,GR2016_L2,2016
G,Data generated from other data values,GR2016_L2,2016
H,Value not derived - data not usable,GR2016_L2,2016
J,Logical imputation,GR2016_L2,2016
K,Ratio adjustment,GR2016_L2,2016
L,Imputed using the Group Median procedure,GR2016_L2,2016
N,Imputed using Nearest Neighbor procedure,GR2016_L2,2016
P,Imputed using Carry Forward procedure,GR2016_L2,2016
R,Reported,GR2016_L2,2016
Z,Implied zero;,GR2016_L2,2016
A,Not applicable,GR2016_PELL_SSL,2016
B,Institution left item blank,GR2016_PELL_SSL,2016
C,Analyst corrected reported value,GR2016_PELL_SSL,2016
D,Do not know,GR2016_PELL_SSL,2016
G,Data generated from other data values,GR2016_PELL_SSL,2016
H,Value not derived - data not usable,GR2016_PELL_SSL,2016
J,Logical imputation,GR2016_PELL_SSL,2016
K,Ratio adjustment,GR2016_PELL_SSL,2016
L,Imputed using the Group Median procedure,GR2016_PELL_SSL,2016
N,Imputed using Nearest Neighbor procedure,GR2016_PELL_SSL,2016
P,Imputed using Carry Forward procedure,GR2016_PELL_SSL,2016
R,Reported,GR2016_PELL_SSL,2016
Z,Implied zero;,GR2016_PELL_SSL,2016
A,Not applicable,IC2016_AY,2016
B,Institution left item blank,IC2016_AY,2016
C,Analyst corrected reported value,IC2016_AY,2016
D,Do not know,IC2016_AY,2016
G,Data generated from other data values,IC2016_AY,2016
H,Value not derived - data not usable,IC2016_AY,2016
J,Logical imputation,IC2016_AY,2016
K,Ratio adjustment,IC2016_AY,2016
L,Imputed using the Group Median procedure,IC2016_AY,2016
N,Imputed using Nearest Neighbor procedure,IC2016_AY,2016
P,Imputed using Carry Forward procedure,IC2016_AY,2016
R,Reported,IC2016_AY,2016
Y,Particular Doctor's professional practice field not applicable,IC2016_AY,2016
